neighbourhood_group,room_type,minimum_nights,amenity_score,number_of_reviews,availability_365,price_class
Manhattan,Entire home/apt,2.0,77.1,3.0,0.0,2
Manhattan,Private room,3.0,38.1,0.0,0.0,1
Manhattan,Shared room,1.0,51.6,47.0,365.0,1
Manhattan,Entire home/apt,2.0,51.5,5.0,0.0,1
Queens,Entire home/apt,1.0,50.1,52.0,296.0,1
Manhattan,Entire home/apt,3.0,87.2,1.0,187.0,2
Brooklyn,Private room,2.0,28.3,22.0,0.0,1
Queens,Entire home/apt,3.0,77.3,2.0,0.0,2
Brooklyn,Entire home/apt,2.0,66.0,117.0,226.0,2
Manhattan,Private room,3.0,52.1,,0.0,1
Manhattan,Entire home/apt,1.0,77.1,0.0,0.0,2
Manhattan,Entire home/apt,3.0,98.9,27.0,344.0,3
Manhattan,Entire home/apt,3.0,66.7,0.0,0.0,2
Queens,Entire home/apt,1.0,67.7,1.0,321.0,2
Brooklyn,Private room,3.0,54.2,1.0,0.0,1
Brooklyn,Entire home/apt,2.0,77.0,10.0,38.0,2
Manhattan,Entire home/apt,3.0,79.5,2.0,0.0,2
Queens,Entire home/apt,3.0,46.8,91.0,50.0,1
Manhattan,Entire home/apt,3.0,84.1,76.0,71.0,3
Manhattan,Private room,2.0,44.9,2.0,43.0,1
Manhattan,Entire home/apt,1.0,68.4,0.0,0.0,2
Manhattan,Entire home/apt,2.0,75.7,72.0,27.0,2
Manhattan,,30.0,75.9,2.0,,3
Bronx,Shared room,1.0,17.0,0.0,71.0,0
Manhattan,Entire home/apt,3.0,94.0,0.0,0.0,3
Brooklyn,Entire home/apt,2.0,65.5,4.0,1.0,1
Brooklyn,Private room,7.0,55.5,0.0,363.0,1
Brooklyn,Entire home/apt,1.0,,2.0,0.0,1
Manhattan,Entire home/apt,1.0,51.4,0.0,0.0,1
Brooklyn,Entire home/apt,2.0,49.3,1.0,81.0,1
Manhattan,Entire home/apt,4.0,55.7,0.0,0.0,1
Brooklyn,Private room,2.0,18.8,7.0,35.0,0
Manhattan,Private room,30.0,43.8,2.0,,1
Brooklyn,Entire home/apt,2.0,11.9,28.0,0.0,0
Queens,Entire home/apt,7.0,67.4,0.0,52.0,1
Queens,Private room,2.0,54.6,111.0,348.0,1
Manhattan,Private room,1.0,61.1,123.0,264.0,1
Brooklyn,Private room,1.0,42.5,1.0,89.0,1
Brooklyn,Private room,5.0,36.4,3.0,0.0,1
Manhattan,Private room,3.0,50.0,1.0,0.0,1
Queens,Entire home/apt,1.0,46.5,42.0,121.0,1
Staten Island,Private room,1.0,32.4,,365.0,1
Brooklyn,Shared room,1.0,32.8,0.0,362.0,0
Queens,Private room,7.0,50.2,82.0,152.0,1
Brooklyn,Private room,2.0,53.6,7.0,0.0,1
Manhattan,Entire home/apt,20.0,47.6,3.0,340.0,1
Brooklyn,Entire home/apt,20.0,59.1,23.0,294.0,1
Manhattan,Entire home/apt,30.0,54.6,0.0,339.0,1
Manhattan,Private room,2.0,33.3,23.0,30.0,0
Manhattan,Entire home/apt,7.0,84.9,,199.0,2
Brooklyn,Private room,100.0,46.0,128.0,358.0,1
Manhattan,Shared room,2.0,28.7,126.0,309.0,1
Manhattan,Private room,7.0,53.7,0.0,157.0,1
Manhattan,Private room,1.0,49.9,36.0,365.0,1
,Private room,2.0,54.7,3.0,0.0,1
Brooklyn,Entire home/apt,2.0,58.5,4.0,11.0,2
Queens,Private room,4.0,44.0,3.0,0.0,1
Manhattan,Private room,5.0,53.8,0.0,269.0,1
Manhattan,Entire home/apt,2.0,98.6,24.0,23.0,3
Brooklyn,Entire home/apt,1.0,50.7,2.0,0.0,1
Brooklyn,Private room,1.0,64.3,2.0,1.0,1
Queens,Private room,1.0,40.7,0.0,0.0,1
Queens,Private room,2.0,20.4,20.0,334.0,0
Brooklyn,Entire home/apt,3.0,71.3,4.0,44.0,2
Brooklyn,Entire home/apt,2.0,46.3,2.0,0.0,1
Manhattan,Entire home/apt,2.0,84.9,3.0,58.0,2
Manhattan,Entire home/apt,30.0,63.7,0.0,178.0,1
Manhattan,Private room,1.0,78.0,0.0,365.0,2
Manhattan,Private room,3.0,94.9,0.0,173.0,3
Manhattan,Private room,,43.0,19.0,0.0,1
,Entire home/apt,2.0,62.7,4.0,0.0,1
Manhattan,Private room,30.0,53.5,1.0,346.0,1
Brooklyn,Private room,30.0,31.2,0.0,221.0,0
Brooklyn,Entire home/apt,2.0,34.7,13.0,0.0,1
Brooklyn,Private room,2.0,40.2,186.0,6.0,1
Manhattan,Private room,2.0,48.0,7.0,248.0,1
Manhattan,Entire home/apt,20.0,66.9,0.0,95.0,1
Brooklyn,Private room,3.0,44.4,15.0,137.0,1
Brooklyn,Private room,30.0,34.2,0.0,338.0,1
Brooklyn,Entire home/apt,6.0,60.4,12.0,0.0,1
Brooklyn,Entire home/apt,4.0,79.2,21.0,31.0,2
Brooklyn,Private room,2.0,37.7,0.0,358.0,1
Brooklyn,Entire home/apt,2.0,47.6,43.0,95.0,1
Manhattan,Private room,1.0,60.4,0.0,0.0,1
Brooklyn,Private room,1.0,42.0,356.0,19.0,1
Manhattan,Entire home/apt,4.0,90.4,55.0,237.0,3
Manhattan,Entire home/apt,3.0,67.0,22.0,0.0,2
Bronx,Private room,2.0,,0.0,84.0,1
Brooklyn,Entire home/apt,1.0,67.7,0.0,148.0,2
Brooklyn,Entire home/apt,3.0,43.1,10.0,0.0,1
Manhattan,Private room,1.0,75.2,0.0,355.0,2
Manhattan,Entire home/apt,4.0,54.3,17.0,26.0,1
Brooklyn,Private room,3.0,31.6,4.0,3.0,1
Manhattan,Entire home/apt,2.0,75.6,2.0,273.0,3
Brooklyn,Private room,1.0,28.9,157.0,61.0,0
Manhattan,Entire home/apt,2.0,69.3,41.0,158.0,2
Manhattan,Private room,1.0,61.2,0.0,359.0,1
Brooklyn,Private room,3.0,15.3,45.0,6.0,0
Brooklyn,Private room,3.0,13.4,0.0,0.0,0
Manhattan,Entire home/apt,28.0,85.2,,251.0,3
Brooklyn,Entire home/apt,31.0,63.1,23.0,288.0,2
Brooklyn,Entire home/apt,5.0,43.9,0.0,0.0,1
Manhattan,Entire home/apt,2.0,64.0,0.0,113.0,2
Brooklyn,Private room,2.0,39.8,23.0,257.0,1
Manhattan,Entire home/apt,2.0,65.8,1.0,0.0,1
Brooklyn,Private room,2.0,37.4,21.0,0.0,1
Manhattan,Private room,1.0,41.9,1.0,268.0,1
Manhattan,Private room,3.0,90.7,1.0,169.0,3
Queens,Private room,60.0,38.7,4.0,0.0,1
Manhattan,Entire home/apt,30.0,69.3,4.0,364.0,2
Manhattan,Private room,3.0,51.3,14.0,20.0,1
Manhattan,Entire home/apt,29.0,86.8,1.0,219.0,2
Manhattan,Entire home/apt,8.0,68.4,17.0,343.0,2
Manhattan,Private room,3.0,93.5,7.0,246.0,3
Manhattan,Private room,1.0,56.3,0.0,162.0,1
Brooklyn,Entire home/apt,5.0,35.0,85.0,269.0,1
Manhattan,Entire home/apt,15.0,75.6,15.0,266.0,2
Brooklyn,Entire home/apt,2.0,87.5,15.0,0.0,2
Brooklyn,Entire home/apt,3.0,41.3,2.0,138.0,1
Queens,Private room,3.0,36.9,12.0,77.0,1
Queens,Private room,1.0,45.1,1.0,364.0,1
Manhattan,Private room,3.0,34.5,34.0,195.0,1
Brooklyn,Entire home/apt,3.0,56.7,7.0,0.0,2
Manhattan,Entire home/apt,2.0,77.6,9.0,5.0,3
Brooklyn,Private room,2.0,,2.0,0.0,0
Brooklyn,Entire home/apt,3.0,78.0,11.0,18.0,3
Manhattan,Entire home/apt,2.0,86.9,3.0,266.0,3
Manhattan,Private room,2.0,59.7,0.0,0.0,1
Brooklyn,Private room,2.0,32.9,1.0,0.0,1
Staten Island,Entire home/apt,4.0,37.3,54.0,0.0,1
,Private room,2.0,32.4,18.0,18.0,0
Manhattan,Private room,1.0,65.9,,248.0,2
Manhattan,Entire home/apt,7.0,80.4,0.0,0.0,2
Manhattan,Private room,1.0,32.7,17.0,0.0,1
Brooklyn,Private room,30.0,33.2,35.0,365.0,1
Manhattan,Entire home/apt,3.0,55.9,1.0,0.0,2
Manhattan,Entire home/apt,3.0,68.9,82.0,12.0,2
Manhattan,Entire home/apt,3.0,51.4,51.0,198.0,1
Manhattan,Private room,1.0,69.1,0.0,0.0,2
Manhattan,Private room,3.0,86.2,36.0,237.0,3
Manhattan,Entire home/apt,2.0,57.8,1.0,50.0,2
Manhattan,Entire home/apt,2.0,65.6,3.0,2.0,2
Manhattan,Shared room,1.0,,1.0,0.0,1
Manhattan,Private room,2.0,73.4,128.0,252.0,2
Manhattan,Private room,2.0,41.6,10.0,0.0,1
Brooklyn,Private room,14.0,46.6,0.0,76.0,1
Queens,Private room,15.0,11.0,38.0,311.0,0
Manhattan,Private room,2.0,63.4,78.0,0.0,1
Manhattan,Entire home/apt,7.0,79.4,0.0,0.0,2
Manhattan,Private room,3.0,46.9,12.0,85.0,1
Brooklyn,Entire home/apt,3.0,65.1,5.0,0.0,1
Brooklyn,Entire home/apt,13.0,66.2,23.0,0.0,1
Brooklyn,Private room,5.0,29.6,11.0,56.0,1
Brooklyn,Private room,5.0,16.9,0.0,0.0,0
Queens,Private room,1.0,63.5,1.0,0.0,1
Bronx,Private room,1.0,,1.0,61.0,0
Brooklyn,Private room,2.0,49.2,1.0,0.0,1
Manhattan,Private room,1.0,15.2,7.0,267.0,0
Brooklyn,Private room,1.0,38.0,0.0,0.0,1
Manhattan,Private room,1.0,41.1,8.0,0.0,1
Brooklyn,Entire home/apt,3.0,87.4,16.0,81.0,3
Manhattan,Entire home/apt,29.0,73.5,,332.0,2
Brooklyn,Entire home/apt,3.0,65.6,24.0,84.0,2
Manhattan,Entire home/apt,4.0,82.2,30.0,45.0,2
Brooklyn,Private room,2.0,29.0,47.0,0.0,1
Brooklyn,Private room,5.0,34.8,13.0,310.0,1
Brooklyn,Private room,30.0,27.8,43.0,193.0,0
Brooklyn,Private room,1.0,32.4,6.0,337.0,0
Brooklyn,Entire home/apt,7.0,56.8,0.0,7.0,1
Manhattan,Private room,1.0,57.2,61.0,283.0,1
Brooklyn,Private room,15.0,30.9,9.0,339.0,1
Manhattan,Private room,30.0,40.1,1.0,172.0,1
Brooklyn,Entire home/apt,1.0,67.3,12.0,9.0,2
Brooklyn,Entire home/apt,3.0,50.6,122.0,251.0,1
Manhattan,Private room,2.0,51.2,220.0,1.0,1
Brooklyn,Private room,1.0,38.2,6.0,350.0,1
Brooklyn,Entire home/apt,5.0,28.5,268.0,202.0,1
Bronx,Entire home/apt,2.0,36.7,67.0,129.0,1
Manhattan,Entire home/apt,2.0,49.9,22.0,230.0,1
Brooklyn,Entire home/apt,29.0,72.5,4.0,0.0,2
Queens,Private room,1.0,31.2,325.0,0.0,1
Brooklyn,Private room,1.0,65.5,150.0,85.0,1
,Entire home/apt,7.0,58.7,4.0,0.0,1
Manhattan,Entire home/apt,3.0,70.6,5.0,0.0,2
Manhattan,Entire home/apt,8.0,49.3,6.0,232.0,1
Manhattan,Private room,1.0,41.5,162.0,344.0,1
Brooklyn,Entire home/apt,30.0,47.0,0.0,181.0,1
Manhattan,Entire home/apt,2.0,57.4,10.0,87.0,1
Manhattan,Private room,4.0,58.5,14.0,28.0,1
Brooklyn,Entire home/apt,3.0,62.1,4.0,8.0,1
Manhattan,Entire home/apt,4.0,83.6,8.0,66.0,3
Manhattan,Private room,2.0,,4.0,35.0,0
Brooklyn,Private room,2.0,51.5,23.0,311.0,1
Manhattan,,4.0,82.3,0.0,100.0,3
Manhattan,Private room,1.0,59.9,13.0,132.0,1
Manhattan,Entire home/apt,5.0,78.1,15.0,146.0,2
Manhattan,Private room,5.0,53.2,42.0,221.0,1
Manhattan,Entire home/apt,30.0,67.7,2.0,339.0,1
Queens,Entire home/apt,5.0,44.4,0.0,42.0,1
Brooklyn,Entire home/apt,1.0,79.7,12.0,89.0,3
Brooklyn,Entire home/apt,1.0,47.3,0.0,0.0,1
Brooklyn,Private room,2.0,13.8,24.0,204.0,0
Manhattan,Entire home/apt,3.0,88.4,0.0,355.0,3
Manhattan,Entire home/apt,4.0,32.3,4.0,0.0,1
Queens,Entire home/apt,4.0,33.0,15.0,203.0,1
Brooklyn,Private room,3.0,35.7,1.0,0.0,1
Manhattan,Entire home/apt,5.0,78.5,1.0,362.0,3
Queens,Entire home/apt,2.0,65.6,14.0,0.0,1
Brooklyn,Entire home/apt,6.0,46.8,155.0,155.0,1
Manhattan,Private room,5.0,42.2,32.0,336.0,1
Brooklyn,Private room,7.0,20.3,1.0,0.0,0
Brooklyn,Private room,4.0,54.5,1.0,82.0,1
Manhattan,Entire home/apt,,47.6,5.0,0.0,1
Manhattan,Private room,2.0,54.2,18.0,112.0,1
Queens,Entire home/apt,4.0,67.3,0.0,0.0,1
Brooklyn,,2.0,74.9,222.0,238.0,2
Brooklyn,Entire home/apt,20.0,50.1,7.0,327.0,1
Manhattan,Entire home/apt,3.0,60.9,2.0,0.0,2
,Private room,2.0,48.9,0.0,0.0,1
Brooklyn,Private room,3.0,26.7,7.0,0.0,0
Brooklyn,Private room,2.0,66.4,82.0,0.0,1
Brooklyn,Private room,1.0,57.8,29.0,288.0,1
Manhattan,Entire home/apt,1.0,58.1,0.0,0.0,1
Brooklyn,Private room,1.0,35.6,4.0,359.0,1
Brooklyn,Private room,1.0,48.8,0.0,341.0,1
Manhattan,Private room,5.0,33.1,2.0,0.0,1
Manhattan,Entire home/apt,1.0,62.4,3.0,270.0,2
Manhattan,Entire home/apt,3.0,64.8,,0.0,2
Brooklyn,Private room,1.0,41.7,16.0,0.0,1
Manhattan,Entire home/apt,4.0,50.6,3.0,0.0,1
Queens,Private room,1.0,12.9,4.0,95.0,0
Brooklyn,Private room,500.0,25.3,10.0,365.0,0
Brooklyn,Entire home/apt,2.0,51.6,5.0,0.0,1
Brooklyn,Entire home/apt,2.0,58.4,3.0,0.0,1
Manhattan,Private room,2.0,32.2,0.0,0.0,1
Brooklyn,Entire home/apt,4.0,84.6,0.0,348.0,3
Manhattan,Private room,2.0,57.2,1.0,15.0,1
Brooklyn,Entire home/apt,5.0,46.2,30.0,284.0,1
Brooklyn,Entire home/apt,2.0,37.1,39.0,190.0,1
Manhattan,Entire home/apt,30.0,58.1,0.0,365.0,2
Manhattan,Entire home/apt,3.0,66.5,5.0,255.0,2
Manhattan,Private room,1.0,54.7,0.0,188.0,1
Manhattan,Entire home/apt,1.0,72.4,0.0,0.0,2
Manhattan,Entire home/apt,1.0,49.9,0.0,0.0,1
Queens,Private room,1.0,34.9,2.0,90.0,1
Brooklyn,Private room,,27.0,26.0,74.0,0
Manhattan,Entire home/apt,3.0,72.5,15.0,166.0,2
Queens,Private room,4.0,44.1,27.0,87.0,1
Manhattan,Entire home/apt,4.0,65.8,36.0,248.0,2
Manhattan,Entire home/apt,7.0,54.5,12.0,0.0,1
Queens,Entire home/apt,2.0,37.4,1.0,0.0,1
Manhattan,Private room,1.0,76.4,20.0,313.0,2
Brooklyn,Private room,2.0,50.4,2.0,55.0,1
Manhattan,Private room,1.0,54.1,64.0,11.0,1
Manhattan,Private room,1.0,31.4,4.0,1.0,1
Brooklyn,Entire home/apt,2.0,61.8,34.0,273.0,1
Staten Island,Entire home/apt,2.0,76.6,15.0,0.0,2
Manhattan,Private room,2.0,32.9,2.0,23.0,1
Manhattan,Private room,7.0,46.5,1.0,365.0,1
Brooklyn,Entire home/apt,30.0,72.0,0.0,239.0,2
Bronx,Private room,4.0,24.4,8.0,0.0,0
Brooklyn,Private room,1.0,50.7,85.0,345.0,1
Brooklyn,Entire home/apt,2.0,48.2,23.0,60.0,1
Brooklyn,Entire home/apt,1.0,63.3,75.0,171.0,1
Manhattan,Entire home/apt,1.0,69.6,0.0,0.0,2
Manhattan,Private room,1.0,58.8,0.0,0.0,2
Brooklyn,Entire home/apt,2.0,48.8,4.0,0.0,1
Brooklyn,Entire home/apt,1.0,50.0,1.0,0.0,1
Manhattan,Entire home/apt,1.0,60.3,1.0,0.0,1
Brooklyn,Private room,1.0,42.1,,0.0,1
Manhattan,Entire home/apt,30.0,73.3,0.0,340.0,2
Queens,Entire home/apt,2.0,51.7,42.0,123.0,1
Manhattan,Entire home/apt,2.0,90.5,41.0,126.0,3
Manhattan,Private room,5.0,50.0,0.0,0.0,1
Queens,Entire home/apt,2.0,39.9,27.0,182.0,1
Manhattan,Private room,,38.2,1.0,0.0,1
,Entire home/apt,4.0,55.6,0.0,63.0,1
Brooklyn,Private room,30.0,17.5,0.0,334.0,0
Queens,Entire home/apt,1.0,62.2,1.0,171.0,1
,Private room,2.0,41.6,132.0,14.0,1
Brooklyn,Entire home/apt,3.0,50.3,15.0,204.0,1
Manhattan,Entire home/apt,15.0,75.7,0.0,0.0,2
Manhattan,Entire home/apt,,,1.0,0.0,1
Brooklyn,Entire home/apt,2.0,57.5,85.0,338.0,1
Manhattan,Entire home/apt,2.0,52.5,23.0,16.0,1
Brooklyn,Entire home/apt,2.0,59.4,169.0,279.0,1
Manhattan,Entire home/apt,5.0,47.7,10.0,0.0,1
Manhattan,Entire home/apt,5.0,86.6,1.0,0.0,2
Manhattan,Private room,2.0,44.9,6.0,0.0,1
Manhattan,Entire home/apt,30.0,72.7,0.0,235.0,2
Brooklyn,Entire home/apt,5.0,58.2,12.0,0.0,2
Manhattan,Entire home/apt,30.0,49.4,36.0,245.0,1
Queens,Entire home/apt,1.0,44.7,5.0,156.0,1
Queens,Private room,2.0,23.3,3.0,64.0,0
Manhattan,Private room,1.0,52.1,20.0,192.0,1
Manhattan,Private room,3.0,49.3,6.0,45.0,1
Queens,Private room,1.0,32.1,0.0,342.0,1
Brooklyn,Entire home/apt,,36.4,1.0,0.0,1
Brooklyn,Entire home/apt,2.0,50.7,0.0,0.0,1
Manhattan,Private room,1.0,62.1,134.0,0.0,1
Manhattan,Private room,1.0,75.7,0.0,361.0,3
,Entire home/apt,1.0,86.4,0.0,365.0,3
Queens,Private room,3.0,48.6,0.0,50.0,1
Brooklyn,Private room,3.0,31.9,2.0,0.0,0
Queens,Entire home/apt,1.0,81.8,0.0,90.0,3
Manhattan,Entire home/apt,3.0,91.4,34.0,0.0,3
Manhattan,,5.0,67.5,82.0,158.0,2
Manhattan,Entire home/apt,2.0,84.5,84.0,,2
Queens,Private room,1.0,13.2,12.0,0.0,0
Brooklyn,Private room,10.0,38.7,6.0,156.0,1
,Private room,1.0,49.5,38.0,315.0,1
Manhattan,Entire home/apt,26.0,48.4,39.0,29.0,1
Brooklyn,Private room,3.0,15.7,2.0,30.0,0
Brooklyn,Entire home/apt,1.0,71.6,24.0,213.0,2
Manhattan,Entire home/apt,30.0,81.6,0.0,302.0,2
Manhattan,Entire home/apt,3.0,94.0,1.0,57.0,3
Manhattan,Entire home/apt,1.0,88.9,2.0,89.0,3
Brooklyn,Entire home/apt,3.0,77.5,11.0,280.0,2
Brooklyn,Private room,7.0,16.3,2.0,250.0,0
Manhattan,Private room,1.0,73.0,0.0,0.0,2
Manhattan,Entire home/apt,3.0,87.5,107.0,249.0,3
Manhattan,Private room,2.0,52.5,10.0,0.0,1
Queens,Private room,1.0,43.8,14.0,88.0,1
Manhattan,Entire home/apt,2.0,38.8,1.0,0.0,1
Manhattan,Private room,3.0,40.5,150.0,320.0,1
Manhattan,Entire home/apt,7.0,86.8,10.0,0.0,2
Brooklyn,Entire home/apt,5.0,78.1,23.0,171.0,3
Queens,Entire home/apt,30.0,43.8,1.0,323.0,1
Manhattan,Entire home/apt,1.0,92.1,0.0,0.0,3
Brooklyn,Entire home/apt,1.0,44.5,93.0,311.0,1
Brooklyn,Entire home/apt,3.0,45.4,0.0,0.0,1
Brooklyn,Private room,1.0,51.5,21.0,130.0,1
,Entire home/apt,2.0,76.4,1.0,0.0,2
Brooklyn,Private room,2.0,58.0,0.0,280.0,1
Queens,Private room,2.0,46.8,6.0,180.0,1
Brooklyn,Entire home/apt,3.0,86.2,0.0,0.0,2
Brooklyn,Entire home/apt,3.0,47.1,39.0,91.0,1
Brooklyn,Entire home/apt,2.0,68.5,,0.0,2
Brooklyn,Private room,1.0,43.6,72.0,16.0,1
Manhattan,Entire home/apt,3.0,79.0,18.0,51.0,2
Manhattan,Private room,4.0,39.5,25.0,90.0,1
Manhattan,Private room,4.0,47.9,0.0,0.0,1
Manhattan,Private room,2.0,53.2,14.0,305.0,1
Queens,Entire home/apt,7.0,66.3,2.0,93.0,1
Brooklyn,Entire home/apt,1.0,75.4,1.0,0.0,2
Brooklyn,Private room,1.0,47.6,3.0,173.0,1
,Entire home/apt,1.0,87.7,54.0,117.0,2
,Entire home/apt,2.0,74.3,80.0,109.0,2
Manhattan,Private room,1.0,47.9,112.0,76.0,1
Manhattan,Private room,5.0,52.9,4.0,0.0,1
Brooklyn,Entire home/apt,30.0,65.0,,312.0,1
Brooklyn,Entire home/apt,20.0,56.9,3.0,58.0,1
Brooklyn,Entire home/apt,4.0,58.6,148.0,111.0,1
Manhattan,Entire home/apt,29.0,74.2,,343.0,2
Brooklyn,Entire home/apt,3.0,46.3,18.0,96.0,1
Brooklyn,Entire home/apt,1.0,89.7,27.0,229.0,3
Brooklyn,Private room,1.0,49.7,1.0,0.0,1
Brooklyn,Private room,1.0,10.1,5.0,0.0,0
Brooklyn,Private room,2.0,52.7,23.0,342.0,1
Brooklyn,Private room,15.0,20.0,0.0,354.0,0
Manhattan,Entire home/apt,1.0,42.5,6.0,170.0,1
,Private room,7.0,52.8,34.0,259.0,1
Brooklyn,Entire home/apt,3.0,53.0,8.0,110.0,1
Brooklyn,Entire home/apt,1.0,63.0,28.0,30.0,2
Brooklyn,Private room,6.0,47.9,12.0,0.0,1
Manhattan,Private room,4.0,40.2,13.0,299.0,1
Manhattan,Private room,4.0,50.2,151.0,323.0,1
Manhattan,Entire home/apt,3.0,84.0,50.0,106.0,3
Brooklyn,Private room,1.0,31.8,0.0,0.0,1
Bronx,Entire home/apt,2.0,32.8,9.0,48.0,1
Manhattan,Entire home/apt,4.0,85.0,4.0,345.0,3
Manhattan,Private room,1.0,39.3,48.0,7.0,1
Brooklyn,Private room,1.0,32.9,1.0,365.0,0
Brooklyn,Entire home/apt,2.0,53.3,31.0,0.0,1
Queens,Private room,2.0,93.1,0.0,365.0,3
Queens,Entire home/apt,3.0,59.5,14.0,42.0,1
,Entire home/apt,2.0,45.3,3.0,0.0,1
Bronx,Private room,21.0,26.6,23.0,266.0,0
Queens,Entire home/apt,1.0,69.1,72.0,257.0,2
Manhattan,Entire home/apt,7.0,77.1,16.0,50.0,2
Manhattan,Private room,1.0,32.0,10.0,90.0,1
Brooklyn,Entire home/apt,2.0,39.2,1.0,0.0,1
Brooklyn,Entire home/apt,6.0,47.0,3.0,0.0,1
Manhattan,Entire home/apt,4.0,87.9,16.0,14.0,2
Queens,Private room,1.0,41.6,5.0,0.0,1
Manhattan,Private room,4.0,44.1,0.0,0.0,1
Manhattan,Entire home/apt,2.0,56.5,,0.0,2
Manhattan,Entire home/apt,2.0,82.2,123.0,235.0,2
Brooklyn,Private room,7.0,15.2,1.0,0.0,0
Queens,Entire home/apt,2.0,52.2,172.0,345.0,1
Manhattan,Private room,5.0,33.5,62.0,271.0,1
Brooklyn,Entire home/apt,3.0,49.4,,255.0,1
Manhattan,Private room,3.0,45.8,93.0,246.0,1
Manhattan,Entire home/apt,30.0,84.4,0.0,358.0,3
Brooklyn,Entire home/apt,4.0,78.0,52.0,188.0,2
Bronx,Private room,3.0,29.8,9.0,311.0,1
Bronx,Entire home/apt,3.0,48.9,58.0,358.0,1
Brooklyn,Private room,10.0,40.2,5.0,0.0,1
Brooklyn,Private room,3.0,42.2,52.0,361.0,1
Manhattan,Entire home/apt,6.0,75.1,1.0,0.0,2
Manhattan,Entire home/apt,1.0,54.2,0.0,0.0,1
Brooklyn,Private room,3.0,43.1,176.0,37.0,1
Brooklyn,Private room,6.0,13.9,29.0,32.0,0
Queens,Entire home/apt,2.0,69.2,40.0,104.0,2
Brooklyn,Entire home/apt,2.0,97.1,1.0,0.0,3
Manhattan,Entire home/apt,30.0,86.8,1.0,,2
Brooklyn,Private room,1.0,38.1,100.0,1.0,1
Brooklyn,Entire home/apt,2.0,61.2,14.0,0.0,2
Manhattan,Private room,1.0,59.8,0.0,281.0,1
Manhattan,Entire home/apt,2.0,74.4,3.0,0.0,2
Brooklyn,Entire home/apt,2.0,45.6,117.0,51.0,1
Brooklyn,Private room,2.0,32.2,9.0,0.0,1
Manhattan,Private room,1.0,47.3,82.0,77.0,1
Manhattan,Entire home/apt,2.0,88.2,14.0,272.0,3
Manhattan,Private room,4.0,28.7,14.0,8.0,1
Queens,Entire home/apt,3.0,34.0,6.0,0.0,1
Brooklyn,Entire home/apt,,70.3,6.0,0.0,2
Brooklyn,Private room,2.0,46.1,0.0,10.0,1
Brooklyn,Private room,1.0,,1.0,0.0,1
Brooklyn,Private room,8.0,12.6,1.0,0.0,0
Manhattan,Entire home/apt,3.0,96.2,14.0,258.0,3
Brooklyn,Private room,1.0,32.8,7.0,0.0,1
Manhattan,Entire home/apt,30.0,70.0,1.0,352.0,2
Brooklyn,Private room,1.0,34.4,0.0,316.0,1
Queens,Entire home/apt,6.0,47.3,15.0,1.0,1
Manhattan,Entire home/apt,120.0,34.6,0.0,173.0,1
Brooklyn,Entire home/apt,3.0,71.6,72.0,291.0,2
Brooklyn,Entire home/apt,4.0,74.7,7.0,65.0,2
Brooklyn,Private room,2.0,30.8,2.0,0.0,0
Manhattan,Entire home/apt,2.0,90.6,1.0,177.0,3
Brooklyn,Entire home/apt,1.0,80.4,45.0,96.0,2
Brooklyn,Entire home/apt,2.0,69.7,20.0,0.0,2
Queens,Private room,2.0,35.9,63.0,335.0,1
Queens,Entire home/apt,1.0,75.6,5.0,0.0,2
Manhattan,Entire home/apt,90.0,65.3,0.0,363.0,2
Brooklyn,Private room,30.0,12.1,4.0,365.0,0
Brooklyn,Private room,2.0,33.6,21.0,6.0,1
Manhattan,Private room,3.0,28.7,1.0,0.0,1
Queens,Private room,,32.9,0.0,0.0,1
Manhattan,Entire home/apt,5.0,78.4,79.0,153.0,2
Brooklyn,Private room,1.0,54.7,7.0,0.0,1
Brooklyn,Private room,6.0,52.1,3.0,187.0,1
Brooklyn,,2.0,50.1,6.0,89.0,1
Brooklyn,Private room,1.0,18.5,46.0,34.0,0
Brooklyn,Private room,15.0,16.5,0.0,0.0,0
Manhattan,Entire home/apt,59.0,38.3,51.0,0.0,1
Brooklyn,Entire home/apt,2.0,86.8,9.0,0.0,3
Brooklyn,Private room,3.0,35.2,4.0,101.0,1
Queens,Private room,30.0,25.6,34.0,90.0,0
Manhattan,Entire home/apt,3.0,54.4,26.0,0.0,1
Queens,Private room,3.0,23.8,0.0,0.0,0
Queens,Private room,2.0,39.8,11.0,179.0,1
Brooklyn,Entire home/apt,2.0,51.8,2.0,364.0,1
Brooklyn,Private room,7.0,53.6,0.0,0.0,1
Manhattan,Entire home/apt,29.0,72.6,1.0,325.0,2
Brooklyn,Private room,2.0,48.2,20.0,0.0,1
Brooklyn,Entire home/apt,2.0,85.0,4.0,322.0,2
Manhattan,Private room,1.0,41.2,4.0,60.0,1
Queens,Private room,3.0,52.2,48.0,332.0,1
Queens,Private room,60.0,49.6,0.0,179.0,1
Brooklyn,Private room,1.0,39.5,10.0,0.0,1
Manhattan,Private room,2.0,28.6,66.0,27.0,1
Brooklyn,Entire home/apt,3.0,35.3,26.0,206.0,1
Manhattan,Entire home/apt,1.0,77.5,74.0,3.0,2
Brooklyn,Entire home/apt,1.0,79.6,6.0,89.0,2
Brooklyn,Entire home/apt,2.0,50.9,4.0,296.0,1
Brooklyn,Entire home/apt,10.0,31.8,11.0,226.0,1
